WKT,osm_id,code,fclass,name
"POINT (10.7506529 59.921283)","6311093016","2902",bench,
"POINT (10.7505429 59.9211617)","6311093017","2902",bench,
"POINT (10.7506375 59.9214256)","6311093019","2906",waste_basket,
"POINT (10.7505998 59.9211776)","6311093020","2906",waste_basket,
"POINT (10.7504176 59.9211288)","6311093021","2906",waste_basket,
"POINT (10.7493756 59.9217638)","6311106048","2902",bench,
"POINT (10.7494786 59.9213729)","6311106049","2902",bench,
"POINT (10.7491312 59.9220904)","6311106050","2902",bench,
"POINT (10.7497993 59.921737)","6311106051","2902",bench,
"POINT (10.7498107 59.9217045)","6311106052","2902",bench,
"POINT (10.749812 59.9216561)","6311106053","2902",bench,
"POINT (10.7537703 59.9255335)","6313035317","2725",artwork,
"POINT (10.753878 59.9255447)","6313035318","2725",artwork,
"POINT (10.761341 59.933984)","6336087844","2101",pharmacy,Apotek 1 Torshov
"POINT (10.715679 59.9159865)","6336087846","2101",pharmacy,Apotek 1 Skovveien
"POINT (10.7266586 59.9229555)","6336087848","2101",pharmacy,Apotek 1 Hygiea Oslo
"POINT (10.750558 59.9282768)","6336087849","2101",pharmacy,Apotek 1 Kiellands hus
"POINT (10.7594219 59.923949)","6341347808","2512",clothes,COS
"POINT (10.745612 59.9259632)","6341734254","2547",garden_centre,Plantasjen St. Hanshaugen
"POINT (10.7325481 59.9281895)","6341734255","2547",garden_centre,Plantasjen Bislett
"POINT (10.7156865 59.9159582)","6341734256","2547",garden_centre,Plantasjen Frogner
"POINT (10.7571478 59.9205202)","6341735386","2547",garden_centre,Plantasjen Grünerløkka
"POINT (10.7512663 59.9217096)","6357684108","2205",playground,
"POINT (10.7216491 59.9250753)","6367392395","2542",bicycle_shop,Majorstuen sykkelverksted
"POINT (10.7511665 59.920826)","6387651490","2542",bicycle_shop,Glåmdal sykkelverksted
"POINT (10.73222 59.924078)","6482293612","2082",school,Akademiet videregående skole Heltberg Bislett
"POINT (10.73731 59.917779)","6482755106","2082",school,Filadelfia bibelskole
"POINT (10.7559 59.929796)","6482755119","2082",school,Noroff School of Technology and Digital Media
"POINT (10.7572117 59.9193233)","6535581940","2303",cafe,Café Mir
"POINT (10.765266 59.935635)","6548827823","2561",hairdresser,HairContrast
"POINT (10.7126193 59.9305146)","6572598921","2301",restaurant,
"POINT (10.7614861 59.9243798)","6579678208","2566",bicycle_rental,
"POINT (10.7577194 59.9183653)","6579831478","2902",bench,
"POINT (10.758508 59.9182268)","6579831479","2902",bench,
"POINT (10.7585388 59.9182154)","6579831480","2902",bench,
"POINT (10.7542309 59.9267832)","6579993257","2902",bench,
"POINT (10.7555747 59.9273396)","6579993258","2902",bench,
"POINT (10.7499149 59.9182871)","6593517802","2722",museum,Oslo skolemuseum
"POINT (10.7181851 59.9176536)","6611806787","2542",bicycle_shop,Re:Sykkel
"POINT (10.7413429 59.9168149)","6618372138","2009",courthouse,Borgarting lagmannsrett Oslo
"POINT (10.7348609 59.9201428)","6697744818","2542",bicycle_shop,Sykkelverkstedet Regent Sport
"POINT (10.7263547 59.9236684)","6712672385","2301",restaurant,FYR bistronomi & bar
"POINT (10.7464199 59.9199866)","6717371763","2510",general,Rustal matmarked
"POINT (10.7484548 59.9201135)","6717415988","2903",drinking_water,
"POINT (10.7172603 59.9174052)","6743825885","2303",cafe,Oslo Raw
"POINT (10.765202 59.9361688)","6757226532","2301",restaurant,Apsorn Thai Restaurant
"POINT (10.7654748 59.936102)","6757226533","2301",restaurant,Hvaskjer
"POINT (10.7656587 59.9361087)","6757226534","2201",theatre,Cosmopolite
"POINT (10.7653312 59.9364759)","6757226545","2201",theatre,Sorialab
"POINT (10.7654526 59.936437)","6757226546","2201",theatre,Torshovloftet
"POINT (10.7653813 59.9357377)","6757226548","2304",pub,Pappy Victor's Pub
"POINT (10.7651532 59.9355306)","6757226549","2301",restaurant,Sun Sushi
"POINT (10.7660188 59.936806)","6757226550","2522",sports_shop,Torshov Sport Klubbservice
"POINT (10.7649396 59.9352958)","6757226552","2512",clothes,Mary Indiana - Women's Clothing Store
"POINT (10.7650289 59.9353957)","6757226553","2302",fast_food,Go Grilla Garage - Burger Restaurant
"POINT (10.7579231 59.9333721)","6757272472","2542",bicycle_shop,Birk Sport
"POINT (10.759254 59.9287917)","6757277374","2301",restaurant,Jonoe Sushi
"POINT (10.7587979 59.9315908)","6757292189","2303",cafe,Fomoto Cafe
"POINT (10.7344009 59.9182815)","6780418994","2512",clothes,
"POINT (10.7270162 59.9202344)","6817579805","2404",guesthouse,Camillas hus
"POINT (10.756038 59.916911)","6820682135","2101",pharmacy,Trosterud apotek
"POINT (10.7410332 59.9175981)","6820682136","2101",pharmacy,Balder apotek
"POINT (10.7201422 59.9269405)","6821148269","2101",pharmacy,Vitusapotek Bogstadveien St. Georg
"POINT (10.735539 59.919499)","6821148270","2101",pharmacy,Vitusapotek Holbergs Plass
"POINT (10.715684 59.922579)","6821148273","2101",pharmacy,Vitusapotek Briskeby
"POINT (10.7511064 59.9229744)","6836659194","2404",guesthouse,NH Kontrast
"POINT (10.7536558 59.9280977)","6841796311","2302",fast_food,Taste Of Asia
"POINT (10.738743 59.9165192)","6853712038","2301",restaurant,Katla
"POINT (10.717949 59.9328089)","6853740019","2205",playground,
"POINT (10.7512391 59.9229058)","6853740535","2301",restaurant,Restaurant Kontrast
"POINT (10.751197 59.923088)","6961374070","2005",post_office,Vulkan pakkeutlevering
"POINT (10.715099 59.916066)","6961376607","2005",post_office,Frogner Atrium pakkeutlevering
"POINT (10.758139 59.9222692)","7009891162","2014",arts_centre,Atelier Nord
"POINT (10.7114659 59.9304122)","7017998776","2601",bank,Nordea Oslo
"POINT (10.755702 59.9177262)","7030981417","2542",bicycle_shop,Sentrum sykkelverksted
"POINT (10.7272732 59.9220933)","7055379634","2303",cafe,Kaffebrenneriet
"POINT (10.7644478 59.919476)","7064893531","2301",restaurant,Damaskus
"POINT (10.7646334 59.9195232)","7064928299","2301",restaurant,L'Oasis mazze
"POINT (10.7585635 59.9211608)","7108900707","2301",restaurant,Ezo Ramen
"POINT (10.7582711 59.9211554)","7108900708","2303",cafe,Dapper
"POINT (10.7581397 59.9211581)","7108900709","2512",clothes,Dapper
"POINT (10.7594429 59.9212195)","7126371613","2529",beauty_shop,Signature Nails & Spa
"POINT (10.760093 59.9177811)","7131583907","2902",bench,
"POINT (10.7610348 59.9219993)","7131583922","2725",artwork,
"POINT (10.7645866 59.9232071)","7131583929","2252",pitch,
"POINT (10.7643908 59.9231883)","7131583930","2252",pitch,
"POINT (10.7646295 59.9231453)","7131583931","2252",pitch,
"POINT (10.7617541 59.9224321)","7131583953","2904",fountain,
"POINT (10.7629364 59.9231358)","7131583954","2741",picnic_site,Sofienbergparken
"POINT (10.7139847 59.9282844)","7140763759","2501",supermarket,Joker Arbosgate
"POINT (10.7397517 59.9162201)","7166849985","2305",bar,
"POINT (10.7672836 59.9188313)","7192736664","2725",artwork,
"POINT (10.7524589 59.9166462)","7200443119","2304",pub,Oche
"POINT (10.7466242 59.9233672)","7222675428","2723",monument,Pilegrimsleden ⌘ 639 km til Nidaros
"POINT (10.752315 59.9240427)","7222675430","2725",artwork,
"POINT (10.7528818 59.9244539)","7222675431","2902",bench,
"POINT (10.7563434 59.9218462)","7222682731","2902",bench,
"POINT (10.7551278 59.9223455)","7222682740","2902",bench,
"POINT (10.7551637 59.9223217)","7222682741","2902",bench,
"POINT (10.7552025 59.9222893)","7222682742","2902",bench,
"POINT (10.7533977 59.9241761)","7222682743","2902",bench,
"POINT (10.7525109 59.9249108)","7222682744","2902",bench,
"POINT (10.7524952 59.9248915)","7222682745","2902",bench,
"POINT (10.7522557 59.9237577)","7222682746","2902",bench,
"POINT (10.7526297 59.925877)","7222682747","2902",bench,
"POINT (10.7536157 59.9268252)","7222682748","2902",bench,
"POINT (10.7553105 59.92791)","7222682749","2902",bench,
"POINT (10.7553167 59.9279313)","7222682750","2902",bench,
"POINT (10.7561293 59.9292929)","7222682753","2902",bench,
"POINT (10.7561528 59.9293143)","7222682754","2902",bench,
"POINT (10.7574129 59.9305783)","7222682755","2902",bench,
"POINT (10.758008 59.9316318)","7222682818","2902",bench,
"POINT (10.7584654 59.9324702)","7222682819","2902",bench,
"POINT (10.758609 59.9327449)","7222682820","2566",bicycle_rental,
"POINT (10.7572893 59.9344853)","7222682821","2902",bench,
"POINT (10.7573068 59.9345102)","7222682822","2902",bench,
"POINT (10.7566741 59.9349194)","7222682823","2902",bench,
"POINT (10.7566796 59.9349374)","7222682824","2902",bench,
"POINT (10.7567984 59.9354011)","7222682826","2902",bench,
"POINT (10.7567864 59.9353799)","7222682827","2902",bench,
"POINT (10.7570293 59.9358757)","7222682828","2902",bench,
"POINT (10.7578437 59.9363861)","7222682829","2902",bench,
"POINT (10.7578771 59.9363981)","7222682830","2902",bench,
"POINT (10.7579115 59.9364106)","7222682831","2902",bench,
"POINT (10.7568072 59.9370386)","7222682832","2902",bench,
"POINT (10.7568322 59.9370574)","7222682833","2902",bench,
"POINT (10.7571555 59.9372005)","7222682834","2902",bench,
"POINT (10.7571847 59.937212)","7222682835","2902",bench,
"POINT (10.7575549 59.9372789)","7222682836","2902",bench,
"POINT (10.7575934 59.9372804)","7222682837","2902",bench,
"POINT (10.7634184 59.9386903)","7222682867","2902",bench,
"POINT (10.7640615 59.938912)","7222682868","2902",bench,
"POINT (10.7640962 59.9389254)","7222682869","2902",bench,
"POINT (10.7649239 59.9391718)","7222682870","2902",bench,
"POINT (10.764972 59.9391852)","7222682871","2902",bench,
"POINT (10.7648038 59.9407907)","7222682877","2205",playground,
"POINT (10.7656221 59.9411152)","7222682880","2902",bench,
"POINT (10.7656269 59.9411365)","7222682881","2902",bench,
"POINT (10.7202398 59.9267652)","7233878604","2303",cafe,Espresso House Bogstadveien 36
"POINT (10.7530332 59.9198609)","7240787355","2725",artwork,Oslo Penis Swan
"POINT (10.765376 59.9232455)","7242744214","2902",bench,
"POINT (10.7653536 59.9231781)","7242744215","2902",bench,
"POINT (10.765344 59.9231509)","7242744216","2902",bench,
"POINT (10.7655328 59.9230595)","7242744217","2902",bench,
"POINT (10.7656746 59.9230258)","7242744218","2902",bench,
"POINT (10.7657386 59.9227986)","7242744221","2902",bench,
"POINT (10.7655754 59.922804)","7242744222","2902",bench,
"POINT (10.76552 59.9228088)","7242744223","2902",bench,
"POINT (10.7654101 59.9228222)","7242744224","2902",bench,
"POINT (10.7628164 59.9229246)","7242744229","2902",bench,
"POINT (10.7616068 59.9225126)","7242744230","2902",bench,
"POINT (10.7615877 59.9234625)","7242744231","2902",bench,
"POINT (10.7386936 59.9206654)","7243403292","2903",drinking_water,
"POINT (10.7386652 59.9206902)","7243403293","2902",bench,
"POINT (10.7387008 59.9206993)","7243403294","2902",bench,
"POINT (10.7387461 59.9206645)","7243403295","2902",bench,
"POINT (10.7387226 59.9206104)","7243403296","2902",bench,
"POINT (10.7387618 59.9204651)","7243403297","2902",bench,
"POINT (10.752938 59.9265374)","7243417355","2902",bench,
"POINT (10.7538708 59.925461)","7243529761","2902",bench,
"POINT (10.7538926 59.9254756)","7243529762","2902",bench,
"POINT (10.753901 59.925455)","7243529763","2902",bench,
"POINT (10.7539795 59.9254819)","7243529764","2902",bench,
"POINT (10.754058 59.9254877)","7243529765","2902",bench,
"POINT (10.7541124 59.925497)","7243529766","2902",bench,
"POINT (10.7541468 59.9254967)","7243529767","2902",bench,
"POINT (10.7518207 59.9246464)","7243529768","2902",bench,
"POINT (10.7518325 59.9246269)","7243529769","2902",bench,
"POINT (10.7520164 59.9235055)","7243529770","2902",bench,
"POINT (10.7534656 59.9226391)","7243529772","2902",bench,
"POINT (10.7529937 59.9227564)","7243561787","2902",bench,
"POINT (10.7530612 59.9227871)","7243561788","2902",bench,
"POINT (10.7532119 59.9229422)","7243561789","2902",bench,
"POINT (10.7543324 59.9204098)","7243561807","2725",artwork,
"POINT (10.7561293 59.9193591)","7243561808","2902",bench,
"POINT (10.7575965 59.9185101)","7243561824","2902",bench,
"POINT (10.7566723 59.9170298)","7243561846","2205",playground,
"POINT (10.7455835 59.9250799)","7288007623","2301",restaurant,Vesuvio Café og Pizza
"POINT (10.7530668 59.9199868)","7295112116","2725",artwork,
"POINT (10.7507485 59.9378519)","7305526336","2725",artwork,
"POINT (10.7526403 59.938885)","7305526339","2205",playground,
"POINT (10.7525196 59.9389591)","7305526348","2205",playground,
"POINT (10.7516792 59.9404913)","7305526371","2205",playground,
"POINT (10.7566605 59.9405564)","7310604402","2902",bench,
"POINT (10.7546104 59.9401131)","7310604419","2902",bench,
"POINT (10.7546439 59.9401004)","7310604420","2902",bench,
"POINT (10.7546855 59.9400869)","7310604421","2902",bench,
"POINT (10.7547713 59.9400594)","7310604422","2902",bench,
"POINT (10.7548156 59.9400406)","7310604423","2902",bench,
"POINT (10.7548518 59.9400265)","7310604424","2902",bench,
"POINT (10.7556471 59.940609)","7310604428","2725",artwork,
"POINT (10.755665 59.9405322)","7310604429","2725",artwork,
"POINT (10.7558196 59.9405395)","7310604430","2725",artwork,
"POINT (10.7560069 59.9402875)","7310604455","2902",bench,
"POINT (10.7560151 59.9402662)","7310604456","2902",bench,
"POINT (10.7559939 59.9402311)","7310604457","2902",bench,
"POINT (10.7674446 59.9256961)","7320861373","2205",playground,
"POINT (10.7632714 59.926893)","7320861400","2725",artwork,
"POINT (10.7632859 59.9271455)","7320861401","2902",bench,
"POINT (10.763327 59.9271512)","7320861402","2902",bench,
"POINT (10.7633781 59.9271477)","7320861403","2902",bench,
"POINT (10.7601196 59.9268674)","7320861404","2724",memorial,Den internasjonale brigade i Spania
"POINT (10.7596918 59.9268437)","7320861405","2902",bench,
"POINT (10.7601445 59.9261042)","7320861406","2725",artwork,
"POINT (10.7577526 59.9231286)","7320861463","2902",bench,
"POINT (10.7577865 59.9231101)","7320861464","2902",bench,
"POINT (10.7578922 59.9231571)","7320861465","2902",bench,
"POINT (10.7578633 59.9231731)","7320861466","2902",bench,
"POINT (10.7582662 59.9227092)","7320861494","2902",bench,
"POINT (10.7583125 59.9227097)","7320861495","2902",bench,
"POINT (10.7583475 59.9227109)","7320861496","2902",bench,
"POINT (10.7583927 59.9227024)","7320861497","2902",bench,
"POINT (10.7584266 59.9226865)","7320861498","2902",bench,
"POINT (10.7582188 59.9226996)","7320861499","2902",bench,
"POINT (10.7584469 59.9226662)","7320861500","2902",bench,
"POINT (10.7584435 59.9226486)","7320861501","2902",bench,
"POINT (10.7584469 59.9226282)","7320861502","2902",bench,
"POINT (10.7581849 59.9226786)","7320861503","2902",bench,
"POINT (10.7583069 59.9226469)","7320861504","2725",artwork,Eilert Sundt 1817-1875
"POINT (10.7581832 59.9226632)","7320861505","2902",bench,
"POINT (10.7581795 59.9226443)","7320861506","2902",bench,
"POINT (10.7581818 59.9224253)","7320861507","2566",bicycle_rental,
"POINT (10.7666492 59.9192653)","7320861526","2252",pitch,
"POINT (10.7330301 59.9158448)","7320861669","2902",bench,
"POINT (10.7331414 59.9158077)","7320861670","2902",bench,
"POINT (10.7331781 59.9158271)","7320861671","2902",bench,
"POINT (10.7332055 59.915843)","7320861672","2902",bench,
"POINT (10.7332394 59.9158649)","7320861673","2902",bench,
"POINT (10.7333796 59.91605)","7320861674","2902",bench,
"POINT (10.7334078 59.9160733)","7320861675","2902",bench,
"POINT (10.7334804 59.9161295)","7320861676","2902",bench,
"POINT (10.7335783 59.9162001)","7320861677","2902",bench,
"POINT (10.7336058 59.9162273)","7320861678","2902",bench,
"POINT (10.733653 59.9162796)","7320861679","2902",bench,
"POINT (10.7336692 59.9163057)","7320861680","2902",bench,
"POINT (10.7295603 59.9178999)","7320861685","2725",artwork,Kronprinsesse Märtha
"POINT (10.7295182 59.9181269)","7320861686","2902",bench,
"POINT (10.7295369 59.918144)","7320861687","2902",bench,
"POINT (10.7295792 59.9181666)","7320861688","2902",bench,
"POINT (10.7296034 59.9181809)","7320861689","2902",bench,
"POINT (10.7298144 59.9184181)","7320861690","2725",artwork,Geometrisk rev
"POINT (10.7296264 59.9184764)","7320861691","2725",artwork,Jordas hånd
"POINT (10.729505 59.9184371)","7320861692","2725",artwork,Kanin i trøbbel
"POINT (10.7294082 59.9185765)","7320861693","2725",artwork,Den Store marken
"POINT (10.7293252 59.9187755)","7320861694","2725",artwork,Roggbif
"POINT (10.7258848 59.9182525)","7320861695","2902",bench,
"POINT (10.7258576 59.9182381)","7320861696","2902",bench,
"POINT (10.7257204 59.9181693)","7320861697","2902",bench,
"POINT (10.7256885 59.9181549)","7320861698","2902",bench,
"POINT (10.725651 59.9181369)","7320861699","2902",bench,
"POINT (10.7256238 59.9181221)","7320861700","2902",bench,
"POINT (10.725493 59.9181361)","7320861701","2725",artwork,Dronning Sonja
"POINT (10.7582579 59.9229637)","7322817615","2902",bench,
"POINT (10.7583086 59.9229597)","7322817616","2902",bench,
"POINT (10.7584306 59.9228995)","7322817617","2902",bench,
"POINT (10.75843 59.9228711)","7322817618","2902",bench,
"POINT (10.758122 59.9228671)","7322817619","2902",bench,
"POINT (10.7581202 59.9228956)","7322817620","2902",bench,
"POINT (10.7582458 59.9228072)","7322817621","2902",bench,
"POINT (10.7583002 59.9228057)","7322817622","2902",bench,
"POINT (10.763548 59.9210595)","7322817652","2725",artwork,Egget
"POINT (10.7634495 59.9211239)","7322817653","2902",bench,
"POINT (10.7634876 59.9211332)","7322817654","2902",bench,
"POINT (10.7635434 59.9211397)","7322817655","2902",bench,
"POINT (10.7636764 59.9210441)","7322817656","2902",bench,
"POINT (10.7636132 59.9210003)","7322817657","2902",bench,
"POINT (10.7635557 59.9209927)","7322817658","2902",bench,
"POINT (10.7636851 59.9210676)","7322817659","2902",bench,
"POINT (10.7136963 59.9243154)","7329043432","2725",artwork,
"POINT (10.7136806 59.9244528)","7329043433","2902",bench,
"POINT (10.7137318 59.9244313)","7329043434","2902",bench,
"POINT (10.7137841 59.9244072)","7329043435","2902",bench,
"POINT (10.7138176 59.9243925)","7329043436","2902",bench,
"POINT (10.7138647 59.9243747)","7329043437","2902",bench,
"POINT (10.7139075 59.9243563)","7329043438","2902",bench,
"POINT (10.7139442 59.924338)","7329043439","2902",bench,
"POINT (10.7139933 59.9243181)","7329043440","2902",bench,
"POINT (10.7342294 59.9259359)","7329043476","2725",artwork,Grete Waitz
"POINT (10.7339657 59.9259952)","7329043477","2725",artwork,
"POINT (10.7351194 59.9162605)","7329842870","2902",bench,
"POINT (10.7350739 59.9162484)","7329842871","2902",bench,
"POINT (10.735016 59.9162025)","7329842872","2902",bench,
"POINT (10.7349912 59.9161805)","7329842873","2902",bench,
"POINT (10.7352987 59.9161268)","7329851688","2902",bench,
"POINT (10.7352432 59.9161409)","7329851689","2902",bench,
"POINT (10.7353066 59.9161741)","7329851690","2902",bench,
"POINT (10.7352528 59.9176827)","7330252175","2902",bench,
"POINT (10.7353972 59.9176847)","7330252176","2902",bench,
"POINT (10.7421423 59.9268138)","7330346931","2252",pitch,
"POINT (10.7424886 59.9268489)","7330346932","2902",bench,
"POINT (10.742521 59.9268609)","7330346933","2902",bench,
"POINT (10.7393308 59.9252786)","7330346947","2902",bench,
"POINT (10.7393002 59.9252946)","7330346948","2902",bench,
"POINT (10.740137 59.9249224)","7330346949","2902",bench,
"POINT (10.7401713 59.92492)","7330346950","2902",bench,
"POINT (10.7402097 59.9249155)","7330346951","2902",bench,
"POINT (10.7402589 59.9249074)","7330346952","2902",bench,
"POINT (10.7402973 59.9249044)","7330346953","2902",bench,
"POINT (10.7403382 59.9249014)","7330346954","2902",bench,
"POINT (10.7683902 59.919511)","7335444421","2252",pitch,
"POINT (10.7393891 59.9265868)","7345517108","2725",artwork,
"POINT (10.7415267 59.9259733)","7345517112","2902",bench,
"POINT (10.7429387 59.9281004)","7345517113","2902",bench,
"POINT (10.7429664 59.9281139)","7345517114","2902",bench,
"POINT (10.7429888 59.928129)","7345517115","2902",bench,
"POINT (10.7430795 59.9281758)","7345517116","2902",bench,
"POINT (10.743102 59.9281944)","7345517117","2902",bench,
"POINT (10.7432904 59.9281974)","7345517118","2902",bench,
"POINT (10.7433241 59.9281922)","7345517119","2902",bench,
"POINT (10.7433595 59.9281866)","7345517120","2902",bench,
"POINT (10.7433966 59.928181)","7345517121","2902",bench,
"POINT (10.7431919 59.928242)","7345517122","2902",bench,
"POINT (10.7432169 59.9282537)","7345517123","2902",bench,
"POINT (10.7432428 59.9282693)","7345517124","2902",bench,
"POINT (10.7432886 59.9282957)","7345517125","2902",bench,
"POINT (10.7433154 59.928307)","7345517126","2902",bench,
"POINT (10.7433405 59.9283221)","7345517127","2902",bench,
"POINT (10.74321 59.9283238)","7345517128","2902",bench,
"POINT (10.7432316 59.9283338)","7345517129","2902",bench,
"POINT (10.7435492 59.929667)","7345517132","2902",bench,
"POINT (10.7435561 59.9296852)","7345517133","2902",bench,
"POINT (10.7407961 59.9276014)","7345517156","2902",bench,
"POINT (10.7407709 59.9275858)","7345517157","2902",bench,
"POINT (10.7407511 59.927572)","7345517158","2902",bench,
"POINT (10.7412448 59.9274019)","7345517159","2902",bench,
"POINT (10.7412204 59.9273862)","7345517160","2902",bench,
"POINT (10.7412005 59.927372)","7345517161","2902",bench,
"POINT (10.7409045 59.9272684)","7345517162","2902",bench,
"POINT (10.740877 59.9272826)","7345517163","2902",bench,
"POINT (10.7407976 59.9273158)","7345517164","2902",bench,
"POINT (10.7407648 59.9273304)","7345517165","2902",bench,
"POINT (10.740658 59.9273755)","7345517166","2902",bench,
"POINT (10.7406313 59.9273873)","7345517167","2902",bench,
"POINT (10.7406053 59.9274003)","7345517168","2902",bench,
"POINT (10.7407595 59.9272271)","7345517169","2902",bench,
"POINT (10.7407358 59.9272405)","7345517170","2902",bench,
"POINT (10.7407099 59.9272524)","7345517171","2902",bench,
"POINT (10.7406672 59.9272707)","7345517172","2902",bench,
"POINT (10.7406351 59.9272826)","7345517173","2902",bench,
"POINT (10.7405672 59.9273124)","7345517174","2902",bench,
"POINT (10.7405382 59.9273254)","7345517175","2902",bench,
"POINT (10.7404085 59.9272761)","7345517176","2902",bench,
"POINT (10.7404306 59.9272657)","7345517177","2902",bench,
"POINT (10.7404604 59.9272527)","7345517178","2902",bench,
"POINT (10.7405207 59.927229)","7345517179","2902",bench,
"POINT (10.7405435 59.9272168)","7345517180","2902",bench,
"POINT (10.7405725 59.9272046)","7345517181","2902",bench,
"POINT (10.7406282 59.9271805)","7345517182","2902",bench,
"POINT (10.7406557 59.9271682)","7345517183","2902",bench,
"POINT (10.7406824 59.927156)","7345517184","2902",bench,
"POINT (10.7406115 59.9270929)","7345519085","2902",bench,
"POINT (10.7405893 59.9271048)","7345519086","2902",bench,
"POINT (10.7405611 59.9271174)","7345519087","2902",bench,
"POINT (10.7404192 59.9271763)","7345519088","2902",bench,
"POINT (10.7403963 59.927187)","7345519089","2902",bench,
"POINT (10.7403642 59.9272019)","7345519090","2902",bench,
"POINT (10.730717 59.929199)","7362971714","2252",pitch,
"POINT (10.7292584 59.9277674)","7362971729","2902",bench,
"POINT (10.7293196 59.9277627)","7362971730","2902",bench,
"POINT (10.7293629 59.9277584)","7362971731","2902",bench,
"POINT (10.7295034 59.9279086)","7362971732","2725",artwork,
"POINT (10.7295747 59.9282476)","7362971733","2902",bench,
"POINT (10.7299241 59.9281653)","7362971734","2902",bench,
"POINT (10.7305979 59.9286481)","7362971742","2902",bench,
"POINT (10.7302487 59.9287822)","7362971743","2902",bench,
"POINT (10.7303731 59.9288498)","7362971744","2902",bench,
"POINT (10.7303846 59.9288131)","7362971745","2902",bench,
"POINT (10.7304118 59.9287917)","7362971746","2902",bench,
"POINT (10.7305541 59.9287623)","7362971747","2902",bench,
"POINT (10.730597 59.928767)","7362971748","2902",bench,
"POINT (10.7305547 59.930286)","7362974135","2902",bench,
"POINT (10.7307383 59.9302552)","7362974136","2902",bench,
"POINT (10.7277335 59.9156833)","7466755362","2902",bench,
"POINT (10.7276848 59.9156771)","7466755363","2902",bench,
"POINT (10.7276371 59.9156704)","7466755364","2902",bench,
"POINT (10.7277627 59.9156842)","7466755365","2906",waste_basket,
"POINT (10.7290589 59.916244)","7466755366","2906",waste_basket,
"POINT (10.7306954 59.9160705)","7466755367","2906",waste_basket,
"POINT (10.7308761 59.9162312)","7466755368","2906",waste_basket,
"POINT (10.7295854 59.9170069)","7466755369","2906",waste_basket,
"POINT (10.7292016 59.9174343)","7466755370","2906",waste_basket,
"POINT (10.7279829 59.9195287)","7466755371","2906",waste_basket,
"POINT (10.7278123 59.9200275)","7466755372","2906",waste_basket,
"POINT (10.7280812 59.9200446)","7466755373","2906",waste_basket,
"POINT (10.7280604 59.9200275)","7466755374","2902",bench,
"POINT (10.7280316 59.9200019)","7466755375","2902",bench,
"POINT (10.7280088 59.9199794)","7466755376","2902",bench,
"POINT (10.7278499 59.9199946)","7466755377","2902",bench,
"POINT (10.7278298 59.9200164)","7466755378","2902",bench,
"POINT (10.7303186 59.9290812)","7511777265","2503",kiosk,
"POINT (10.7317144 59.9308537)","7511833392","2902",bench,
"POINT (10.7232756 59.9320887)","7511939702","2566",bicycle_rental,
"POINT (10.723454 59.9326817)","7511939705","2902",bench,
"POINT (10.7235062 59.9326545)","7511939706","2902",bench,
"POINT (10.7235656 59.9326255)","7511939707","2902",bench,
"POINT (10.7221742 59.9334652)","7511939721","2902",bench,
"POINT (10.7256239 59.9347727)","7511939729","2902",bench,
"POINT (10.7256692 59.9347751)","7511939730","2902",bench,
"POINT (10.7257137 59.9347767)","7511939731","2902",bench,
"POINT (10.723026 59.9341932)","7511939736","2252",pitch,
"POINT (10.7223206 59.9335335)","7511939761","2902",bench,
"POINT (10.7237961 59.9341672)","7511939781","2252",pitch,
"POINT (10.721464 59.936179)","7511939784","2902",bench,
"POINT (10.7581869 59.9328434)","7514639361","2723",monument,
"POINT (10.7513183 59.9380971)","7514712789","2725",artwork,
"POINT (10.7523591 59.9376929)","7514712792","2902",bench,
"POINT (10.7523638 59.9376323)","7514712793","2902",bench,
"POINT (10.7524721 59.9375729)","7514712794","2902",bench,
"POINT (10.7525035 59.9376343)","7514712795","2902",bench,
"POINT (10.7541961 59.9375973)","7514712796","2902",bench,
"POINT (10.7538656 59.9373799)","7514712797","2902",bench,
"POINT (10.7539159 59.9373799)","7514712798","2902",bench,
"POINT (10.7539716 59.9373917)","7514712799","2902",bench,
"POINT (10.7539614 59.9371498)","7514712802","2723",monument,
"POINT (10.7121413 59.9297843)","7553374677","2724",memorial,Eivind H. Solberg 1933-2008
"POINT (10.712389 59.9297692)","7553374678","2902",bench,
"POINT (10.71257 59.9297638)","7553374679","2902",bench,
"POINT (10.7125745 59.9297994)","7553374680","2902",bench,
"POINT (10.7123444 59.9298486)","7553374681","2902",bench,
"POINT (10.7122982 59.9298347)","7553374682","2902",bench,
"POINT (10.7122666 59.9298107)","7553374683","2902",bench,
"POINT (10.7122711 59.9297825)","7553374684","2902",bench,
"POINT (10.7128538 59.9298036)","7553376286","2902",bench,
"POINT (10.7128893 59.929781)","7553376287","2902",bench,
"POINT (10.7129378 59.9297482)","7553376288","2902",bench,
"POINT (10.7129801 59.9297951)","7553376289","2902",bench,
"POINT (10.7129135 59.9298375)","7553376290","2902",bench,
"POINT (10.7128543 59.9298759)","7553376291","2902",bench,
"POINT (10.7129349 59.9293418)","7553498844","2725",artwork,
"POINT (10.712848 59.9292992)","7553498845","2725",artwork,
"POINT (10.715091 59.9162739)","7554540866","2725",artwork,Passasjer
"POINT (10.7172474 59.9170236)","7554540867","2724",memorial,Rektor O.J. Skattum 1862-1930
"POINT (10.7192704 59.9194064)","7554550275","2902",bench,
"POINT (10.7193237 59.9194126)","7554550276","2701",tourist_info,Welhaven - Monumentet
